public_services_geometry,public_services_tag,public_services_address,public_services_street,public_services_brand_name,public_services_city
"POLYGON ((-6.2760389 53.3765505, -6.275601 53.3764417, -6.2757586 53.3762161, -6.2761965 53.3763249, -6.2760389 53.3765505))",school,,,,
"POLYGON ((-6.5229472 53.3657142, -6.5228035 53.3655891, -6.5227053 53.3656293, -6.5226546 53.3655852, -6.522522 53.3656394, -6.5224045 53.3656875, -6.5225989 53.3658567, -6.5229472 53.3657142))",childcare,Little Harvard Westfield,,,Leixlip
"POLYGON ((-6.2836508 53.3524213, -6.2836872 53.3524059, -6.283736 53.3524469, -6.2836996 53.3524623, -6.283709 53.3524702, -6.2835632 53.3525008, -6.283521 53.3524577, -6.2836508 53.3524213))",pharmacy,Manor Pharmacy,,,
"POLYGON ((-6.3119211 53.3857366, -6.3118874 53.385752, -6.3113304 53.3857435, -6.3112756 53.3857157, -6.311243 53.3857011, -6.3112648 53.3851629, -6.3119574 53.385165, -6.3119211 53.3857366))",school,,,,
"POLYGON ((-6.5371796 53.505923, -6.5372713 53.5057051, -6.5373108 53.5056047, -6.5375087 53.5054021, -6.5376659 53.5052535, -6.5377946 53.5051671, -6.5367075 53.5047392, -6.5366822 53.5046742, -6.536804 53.5045851, -6.5367351 53.504528, -6.5380683 53.5039054, -6.5379742 53.5038322, -6.5379306 53.5037982, -6.5370684 53.5032794, -6.5363234 53.5037826, -6.5357525 53.5036183, -6.5352244 53.5043398, -6.5371796 53.505923))",school,Coláiste Ríoga,Dublin Road,,Dunshaughlin
"POLYGON ((-6.5991379 53.3939435, -6.5991199 53.3939179, -6.5990721 53.3938503, -6.5991163 53.3938384, -6.5991868 53.3939315, -6.5995186 53.3938423, -6.5994298 53.3937247, -6.5990532 53.3938254, -6.5989691 53.3937144, -6.5989281 53.3937129, -6.5988968 53.3937106, -6.5988724 53.3937072, -6.5988439 53.3937046, -6.5988475 53.3936828, -6.5984981 53.3937732, -6.5985984 53.3939151, -6.5986802 53.394027, -6.598702 53.3940556, -6.5991009 53.3939527, -6.5991379 53.3939435))",school,Gaelscoil Ruairí,Moyglare Hall,,Maynooth
"POLYGON ((-6.348668 53.3758149, -6.3480538 53.3763654, -6.3482067 53.3764854, -6.3495809 53.3770425, -6.3497136 53.3768813, -6.3500469 53.3766758, -6.3499471 53.3764366, -6.3512277 53.3760296, -6.3514112 53.3749485, -6.3502023 53.3748788, -6.3500977 53.3756181, -6.3500547 53.3757285, -6.349934 53.3758197, -6.3497543 53.3758661, -6.348668 53.3758149))",school,,,,
"POLYGON ((-6.3936683 53.4148637, -6.3936491 53.4148238, -6.3936121 53.4148099, -6.3935741 53.4148102, -6.393584 53.4147854, -6.3934193 53.4147548, -6.3934864 53.4146479, -6.3933737 53.4145919, -6.3934998 53.4144832, -6.3934864 53.414464, -6.3934569 53.414472, -6.3934354 53.4144409, -6.3934139 53.4144097, -6.3937197 53.4143138, -6.3937117 53.4142962, -6.3936661 53.414301, -6.3936634 53.4142338, -6.3941066 53.414239, -6.394106 53.414325, -6.3941129 53.4143302, -6.394128 53.414322, -6.3941879 53.4143579, -6.3941707 53.4143685, -6.3941904 53.4143789, -6.3941918 53.4144165, -6.3941167 53.4144556, -6.394171 53.4144812, -6.3941902 53.4145189, -6.3941998 53.4145648, -6.3941858 53.4146231, -6.3941504 53.4146613, -6.3940976 53.4146803, -6.3941761 53.4147219, -6.3941724 53.4147598, -6.3939161 53.4148917, -6.3937462 53.4147208, -6.3937242 53.4147261, -6.3937404 53.4148589, -6.3936683 53.4148637))",place_of_worship,Betania Church Dublin,Powerstown Road,,Tyrrelstown
"POLYGON ((-6.3985121 53.5114033, -6.3984741 53.5113525, -6.3983927 53.511374, -6.3983525 53.5113203, -6.3982793 53.5113397, -6.3982691 53.5113261, -6.397961 53.5114077, -6.3980152 53.5114801, -6.3979703 53.511492, -6.398017 53.5115544, -6.3981521 53.5115186, -6.3981396 53.5115019, -6.3985121 53.5114033))",bank,AIB,,AIB,
"POLYGON ((-6.4122713 53.5226891, -6.4122502 53.5226958, -6.4122275 53.5226702, -6.4123946 53.5226176, -6.4124421 53.5226709, -6.4124762 53.5226601, -6.4125545 53.5227479, -6.4124122 53.5227928, -6.412384 53.5227612, -6.4123672 53.5227665, -6.4123412 53.5227372, -6.4123201 53.5227439, -6.4122713 53.5226891))",veterinary,,,,
"POLYGON ((-6.4481185 53.3560238, -6.4480778 53.356002, -6.4477813 53.3558273, -6.4478474 53.3557175, -6.4479624 53.3556901, -6.4490663 53.3555974, -6.44921 53.3559131, -6.4489439 53.3559455, -6.4486223 53.355976, -6.4481185 53.3560238))",school,Lucan Education Centre,Esker Hill,,
"POLYGON ((-6.3735517 53.4240295, -6.3739613 53.4240053, -6.3744895 53.4239465, -6.3743851 53.4236281, -6.3737279 53.4236857, -6.3734378 53.4240215, -6.3735517 53.4240295))",childcare,,,,
"POLYGON ((-6.2806054 53.3573282, -6.2803583 53.3572252, -6.2794926 53.3568367, -6.2792029 53.3566382, -6.2790581 53.356587, -6.2790849 53.356563, -6.2790169 53.3565284, -6.2789307 53.3564997, -6.2789213 53.3565222, -6.2787376 53.3564173, -6.2786235 53.3563173, -6.2786537 53.3562725, -6.2807935 53.3567375, -6.2807791 53.3567824, -6.2808669 53.3571404, -6.2806054 53.3573282))",school,Dublin 7 Educate Together National School,Grangegorman Upper,,Dublin
"POLYGON ((-6.4676977 53.4994795, -6.4666627 53.4993658, -6.4667419 53.4991678, -6.4669567 53.4991638, -6.4674585 53.4992213, -6.4674611 53.4992101, -6.467767 53.4992316, -6.4677361 53.4993061, -6.4676977 53.4994795))",kindergarten,Scope to Grow,Fairyhouse Road,,Ratoath
"POLYGON ((-6.4647886 53.5033698, -6.4653168 53.5034323, -6.4665405 53.5035772, -6.4668346 53.5028335, -6.465262 53.5025704, -6.4649197 53.5032383, -6.4647886 53.5033698))",school,Ratoath Junior National School,Fairyhouse Road,,Ratoath
"POLYGON ((-6.4569305 53.5060469, -6.4571165 53.5059894, -6.4573321 53.5059465, -6.4576904 53.5059697, -6.4577163 53.5059039, -6.4578194 53.5057088, -6.4578849 53.5055333, -6.4578849 53.5054135, -6.4579397 53.5052615, -6.4589456 53.5053971, -6.4587739 53.5057002, -6.4591306 53.5058757, -6.4591682 53.5060464, -6.4594096 53.5061166, -6.459313 53.5062218, -6.4597539 53.5063623, -6.4595389 53.5066116, -6.4595083 53.5065526, -6.4594525 53.5065185, -6.4593399 53.5064914, -6.4592594 53.5065058, -6.4591709 53.5065489, -6.459026 53.5065233, -6.4589864 53.5065225, -6.4589456 53.5065217, -6.4588003 53.5065527, -6.4586493 53.5065966, -6.4584182 53.5066406, -6.4581933 53.5066443, -6.4579869 53.5066168, -6.4577219 53.50656, -6.4573768 53.5064446, -6.4571427 53.5063328, -6.4570656 53.5062705, -6.4570533 53.5062283, -6.457081 53.5061844, -6.4570538 53.5061576, -6.4569584 53.5061542, -6.4568878 53.5061381, -6.4568245 53.5061057, -6.4569305 53.5060469))",nursing_home,Ratoath Manor Nursing Home,,,Ratoath
"POLYGON ((-6.4535479 53.5178225, -6.453494 53.5179368, -6.45406 53.517975, -6.4551007 53.5180883, -6.455213 53.5179123, -6.4548991 53.5178219, -6.4549183 53.5177884, -6.4544985 53.5177071, -6.4541914 53.5176928, -6.4535479 53.5178225))",kindergarten,Home from Home Childcare and Montessori School,,,Ratoath
"POLYGON ((-6.4475531 53.504117, -6.4480821 53.5042223, -6.4482444 53.5042407, -6.4498202 53.5042223, -6.4499704 53.5042056, -6.4501125 53.5041801, -6.4502265 53.5041426, -6.4503633 53.5040915, -6.4503915 53.5040628, -6.4503888 53.5040301, -6.4503472 53.5039958, -6.4503244 53.503991, -6.4503097 53.503857, -6.449379 53.5038514, -6.4490812 53.5038714, -6.448864 53.5038698, -6.4486588 53.5038267, -6.4483798 53.5037805, -6.4482511 53.5037653, -6.4482362 53.5038148, -6.4481597 53.5040086, -6.4476206 53.5039432, -6.4475531 53.504117))",kindergarten,Ratoath Childcare,,,Ratoath
"POLYGON ((-6.5415101 53.5179821, -6.5413312 53.5179368, -6.5412001 53.5178975, -6.5411291 53.5178726, -6.5412445 53.517733, -6.541511 53.5178097, -6.5415798 53.5178308, -6.5415536 53.5178858, -6.5415413 53.5179425, -6.5415101 53.5179821))",kindergarten,Sandy's Créche,Grangehall,,Dunshaughlin
"POLYGON ((-6.5318248 53.5117347, -6.5322388 53.51186, -6.5322557 53.5118398, -6.5326011 53.5114223, -6.5320801 53.5113459, -6.5319576 53.5113309, -6.5319167 53.5113538, -6.5318921 53.5113835, -6.5319342 53.5113959, -6.5317518 53.5116048, -6.5319074 53.5116399, -6.5318663 53.5116885, -6.5318248 53.5117347))",kindergarten,First Steps,Lagore Road,,Dunshaughlin
"POLYGON ((-6.5517629 53.5160307, -6.5520763 53.5158126, -6.5525986 53.5157974, -6.5526026 53.5161668, -6.5525664 53.5161724, -6.5518231 53.5160721, -6.5518366 53.5160426, -6.5517629 53.5160307))",school,Dunshaughlin Community National School,Drumree Road,,Dunshaughlin
"POLYGON ((-6.5396619 53.5143289, -6.5396586 53.5143637, -6.5396113 53.5143622, -6.5396091 53.5143829, -6.539395 53.5143764, -6.5394015 53.5143019, -6.5396166 53.5143085, -6.5396146 53.5143273, -6.5396619 53.5143289))",place_of_worship,Saint Seachnall's Church of Ireland,,,Dunshaughlin
"POLYGON ((-6.4080628 53.5087367, -6.4082814 53.5087088, -6.4082546 53.5090302, -6.4083176 53.5091212, -6.4083658 53.5091165, -6.4084141 53.5091117, -6.4085376 53.5090997, -6.409171 53.5090459, -6.409246 53.5093355, -6.4090235 53.5093554, -6.409074 53.5095247, -6.4089128 53.5095876, -6.4088246 53.509622, -6.4086086 53.5094809, -6.4084893 53.5093891, -6.4082707 53.5092918, -6.4080145 53.5092344, -6.4079381 53.5092264, -6.4079113 53.5090885, -6.4079113 53.5089648, -6.4080279 53.5088915, -6.4080628 53.5087367))",school,,,,
"POLYGON ((-6.4092052 53.5110757, -6.4084502 53.5108548, -6.4088325 53.5103503, -6.4089182 53.5102343, -6.4095271 53.5103867, -6.4096772 53.5104672, -6.4092052 53.5110757))",school,,,,
"POLYGON ((-6.3738712 53.3994282, -6.3739571 53.3993269, -6.3737183 53.3992592, -6.3737738 53.3991169, -6.3738793 53.3991148, -6.3739329 53.3989959, -6.3738453 53.3989708, -6.3739061 53.3987848, -6.373747 53.3987416, -6.3736432 53.3989298, -6.3736093 53.3989746, -6.3735708 53.3990657, -6.3735968 53.3990881, -6.3735753 53.3991489, -6.3735351 53.399256, -6.3735181 53.3992544, -6.373485 53.3993333, -6.3736057 53.399369, -6.3736209 53.3993509, -6.3737255 53.3993829, -6.3737049 53.3994042, -6.3737586 53.3994213, -6.3737774 53.3994005, -6.3738712 53.3994282))",clinic,Corduff Primary Care Centre,Blackcourt Road,,
"POLYGON ((-6.4109825 53.5132982, -6.4111032 53.5133253, -6.4111508 53.5133278, -6.4112838 53.5133336, -6.4113095 53.5131261, -6.4111764 53.5131203, -6.4110415 53.5131148, -6.4110334 53.5132328, -6.4109825 53.5132982))",childcare,Stars of Wonder,Millbourne Avenue,,Ashbourne
"POLYGON ((-6.4043501 53.5080311, -6.4043729 53.5078795, -6.4044426 53.507787, -6.4045512 53.5078157, -6.4046277 53.507795, -6.4046773 53.5078078, -6.404682 53.5078184, -6.4047378 53.5078912, -6.4047618 53.5078787, -6.4047913 53.5079234, -6.4047926 53.5079936, -6.4048101 53.5080925, -6.4045137 53.5080901, -6.4043983 53.5080335, -6.4043501 53.5080311))",childcare,,,,
"POLYGON ((-6.4027637 53.5136186, -6.4030963 53.5138028, -6.4032051 53.5138275, -6.4033667 53.5133895, -6.403189 53.5133299, -6.4027637 53.5136186))",childcare,,,,
"POLYGON ((-6.3888949 53.5006049, -6.3891367 53.5005149, -6.388998 53.5003832, -6.388922 53.5003106, -6.3887193 53.5003859, -6.3887957 53.5004586, -6.3887769 53.5004929, -6.3888949 53.5006049))",childcare,,,,
"POLYGON ((-6.5122121 53.3622462, -6.5122953 53.3620956, -6.512501 53.3621511, -6.5124711 53.362213, -6.5126074 53.3623254, -6.5124037 53.3624088, -6.5122121 53.3622462))",childcare,Little Harvard Barnhall,,,Leixlip
"POLYGON ((-6.3869429 53.3898146, -6.3870666 53.3897647, -6.3874795 53.3901287, -6.3873558 53.3901786, -6.3869429 53.3898146))",pharmacy,Chemist Warehouse,,,
"POLYGON ((-6.5948339 53.3963259, -6.6019203 53.3974742, -6.6021349 53.3974486, -6.6014429 53.3962139, -6.6013731 53.3962235, -6.6012417 53.3959956, -6.6013248 53.3959772, -6.601062 53.395507, -6.5997262 53.3932103, -6.5974142 53.3939236, -6.5973981 53.393962, -6.5959282 53.3943395, -6.595837 53.3943107, -6.5955742 53.3943714, -6.5955849 53.3944194, -6.595483 53.3944578, -6.5954401 53.3945026, -6.5954025 53.3945922, -6.5952684 53.394557, -6.5952148 53.3946593, -6.5951397 53.3947329, -6.5950109 53.3948097, -6.5948285 53.3948257, -6.5946515 53.3948129, -6.5944212 53.3947139, -6.5943059 53.3946381, -6.5935357 53.3948033, -6.5942438 53.3952159, -6.5946944 53.3954846, -6.5951397 53.395619, -6.5955634 53.3957725, -6.5953167 53.3959516, -6.5948339 53.3963259))",school,,,,
"POLYGON ((-6.5973717 53.3914979, -6.5987524 53.3913571, -6.5983031 53.3905329, -6.5970115 53.390656, -6.5969262 53.3906809, -6.5973717 53.3914979))",social_facility,Moyglare Nursing Home,,,
"POLYGON ((-6.5911045 53.3789445, -6.5910665 53.3788919, -6.5910086 53.3788337, -6.5909879 53.3787993, -6.5909797 53.3787745, -6.5909741 53.3787414, -6.5909659 53.3787235, -6.5910582 53.3786849, -6.5910408 53.3786615, -6.5914548 53.3785183, -6.5915527 53.3786461, -6.591649 53.3787717, -6.591605 53.3787896, -6.5916201 53.3788158, -6.5916477 53.3788185, -6.5916656 53.3788241, -6.5916821 53.3788337, -6.5916862 53.3788488, -6.5916862 53.3788668, -6.5916669 53.378886, -6.591649 53.3788943, -6.5916353 53.3788929, -6.591616 53.3788902, -6.5916008 53.3788833, -6.5915815 53.3788902, -6.5914488 53.3789668, -6.591368 53.3789906, -6.5911825 53.3790249, -6.5911045 53.3789445), (-6.5914372 53.3786897, -6.5912604 53.3787389, -6.5913563 53.3788417, -6.5915211 53.3787952, -6.5914372 53.3786897))",social_facility,Community Unit,,,
"POLYGON ((-6.5914872 53.3790349, -6.5917375 53.3793301, -6.5915498 53.3793904, -6.5912999 53.3791043, -6.5914872 53.3790349), (-6.5914537 53.3791087, -6.5914052 53.3791285, -6.5914526 53.3791869, -6.5915011 53.3791682, -6.5914537 53.3791087), (-6.5916179 53.3793037, -6.5915705 53.3792442, -6.591522 53.379264, -6.5915694 53.3793224, -6.5916179 53.3793037))",clinic,Maynooth Health Centre,Leinster Street,,Maynooth
"POLYGON ((-6.3038279 53.36575, -6.3032506 53.3659363, -6.3034233 53.3661308, -6.3020309 53.3665466, -6.3019422 53.3664135, -6.3017307 53.3661373, -6.3022598 53.3659788, -6.303656 53.3655622, -6.3038279 53.36575))",school,Coláiste Mhuire,,,
"POLYGON ((-6.3046411 53.3666508, -6.3045309 53.3666967, -6.3038041 53.3669052, -6.303106 53.367134, -6.3027649 53.3672592, -6.3026165 53.3672356, -6.3025036 53.3671958, -6.3021474 53.3666697, -6.3020309 53.3665466, -6.3034233 53.3661308, -6.3032506 53.3659363, -6.3038279 53.36575, -6.3043597 53.3663288, -6.3046411 53.3666508))",school,St Declan's C.B.S.,,,
"POLYGON ((-6.2854146 53.3892464, -6.2853266 53.3892305, -6.2853315 53.3892204, -6.2852979 53.3892187, -6.285288 53.3892352, -6.2851605 53.389211, -6.2851674 53.3891939, -6.2850003 53.3891621, -6.2849924 53.3891792, -6.2848639 53.3891579, -6.2848738 53.3891414, -6.2846968 53.3891061, -6.2847097 53.3890677, -6.2848056 53.3890831, -6.2848081 53.3890759, -6.2846334 53.3890452, -6.2847 53.3889169, -6.2847024 53.3889313, -6.2847961 53.3887413, -6.2849335 53.3887713, -6.2849567 53.3887388, -6.2856341 53.3888621, -6.2855657 53.3890029, -6.2855953 53.3890079, -6.2856095 53.3890199, -6.2856124 53.3890368, -6.2855986 53.3890505, -6.2855774 53.3890572, -6.2855588 53.3890588, -6.285541 53.3890564, -6.2855213 53.3890475, -6.2855144 53.3890566, -6.2854996 53.3890554, -6.2854146 53.3892464), (-6.2851122 53.3889242, -6.2850365 53.3890738, -6.2850952 53.3890878, -6.2850992 53.3890766, -6.2851842 53.3890901, -6.2851793 53.3891031, -6.2852277 53.3891078, -6.2852961 53.3889573, -6.2851122 53.3889242))",nursing_home,Beneavin House,Beneavin Road,,Dublin
"POLYGON ((-6.3143423 53.3676111, -6.3144959 53.3676021, -6.3145692 53.3680444, -6.3144156 53.3680534, -6.3144023 53.3679736, -6.314195 53.3679858, -6.3141996 53.3680135, -6.3138263 53.3680355, -6.3138355 53.3680908, -6.313693 53.3680992, -6.3136189 53.3676512, -6.3137613 53.3676428, -6.3137765 53.3677348, -6.3143571 53.3677006, -6.3143423 53.3676111), (-6.3143655 53.3677513, -6.3141582 53.3677635, -6.3141857 53.3679295, -6.314393 53.3679173, -6.3143655 53.3677513), (-6.3138035 53.367898, -6.3139548 53.3678891, -6.3139362 53.3677766, -6.3137849 53.3677855, -6.3138035 53.367898))",school,Saint John Bosco Senior Boys' School,Navan Road,,Dublin
"POLYGON ((-6.5833571 53.3693289, -6.583072 53.3698964, -6.5828547 53.3703289, -6.5828215 53.3703942, -6.5826229 53.3707844, -6.5825945 53.3708402, -6.5825805 53.370867, -6.5825569 53.370912, -6.5813403 53.3700348, -6.5819381 53.3690263, -6.5825378 53.3691515, -6.5833571 53.3693289))",school,Gaelscoil Uí Fhiaich,,,
"POLYGON ((-6.4341027 53.3565, -6.4340095 53.3568157, -6.4333576 53.3567315, -6.433287 53.3569982, -6.4331828 53.3570604, -6.4331624 53.3570929, -6.4331049 53.357257, -6.4330756 53.357413, -6.4329419 53.3574382, -6.4323472 53.3574362, -6.4313895 53.3573078, -6.431497 53.357015, -6.4318289 53.3563152, -6.4335966 53.3565656, -6.4336525 53.3564414, -6.4341027 53.3565))",school,Coláiste Phádraig CBS,,,
"POLYGON ((-6.5019404 53.3647335, -6.4988354 53.3655385, -6.4982628 53.3648454, -6.4980443 53.3646081, -6.497875 53.3640556, -6.4978383 53.3638859, -6.4976629 53.3636972, -6.4979373 53.3635888, -6.4983361 53.3637681, -6.500087 53.3628308, -6.5010645 53.3638819, -6.5019404 53.3647335))",school,Coláiste Chiaráin,,,
"POLYGON ((-6.5019404 53.3647335, -6.5028115 53.3659071, -6.5024119 53.3660109, -6.5022706 53.3660476, -6.5019031 53.3661431, -6.5016648 53.3661938, -6.5016386 53.3661708, -6.5016167 53.3661581, -6.5015642 53.3661494, -6.501481 53.366166, -6.5014402 53.3661886, -6.5014168 53.3662121, -6.5014197 53.3662382, -6.5006686 53.3664093, -6.5006469 53.3663952, -6.5006201 53.3663816, -6.5006036 53.3663767, -6.5005737 53.3663767, -6.500517 53.3663915, -6.5004871 53.3664099, -6.5004623 53.3664364, -6.5004561 53.3664616, -6.5000039 53.3665783, -6.4994433 53.366626, -6.4986537 53.3655863, -6.4988354 53.3655385, -6.5019404 53.3647335))",school,,,,
"POLYGON ((-6.59641 53.3835912, -6.5974238 53.3849094, -6.5960569 53.3856356, -6.5959143 53.3856587, -6.5958135 53.3856678, -6.5949348 53.3841356, -6.5953609 53.3839517, -6.5954344 53.3839217, -6.5955767 53.3838526, -6.5957708 53.3837678, -6.595919 53.3837138, -6.5960055 53.3836966, -6.59641 53.3835912))",school,Maynooth Education Campus,,,
"POLYGON ((-6.4063104 53.3550539, -6.4060641 53.3564973, -6.4059696 53.3570515, -6.4053473 53.356869, -6.4053513 53.3568361, -6.4051827 53.3568107, -6.4050973 53.3567984, -6.4050587 53.3568065, -6.4046231 53.3567441, -6.4046741 53.3561422, -6.4047143 53.3561454, -6.4046741 53.3560382, -6.4046204 53.3559421, -6.4045909 53.3558253, -6.4045893 53.3556154, -6.4046446 53.3552586, -6.4046802 53.3550446, -6.4046913 53.3549782, -6.4063104 53.3550539))",social_facility,Ballydowd Special Care Unit,Lucan Road,,Lucan
"POLYGON ((-6.4212453 53.3926603, -6.4212486 53.3926431, -6.4213633 53.3926427, -6.4213606 53.3926559, -6.4214639 53.3926551, -6.4214645 53.3926431, -6.4215705 53.3926471, -6.4215644 53.3926567, -6.4216362 53.3926615, -6.4216469 53.392632, -6.4216563 53.392608, -6.4218629 53.3926168, -6.421718 53.3930654, -6.4216188 53.3930662, -6.4216174 53.393043, -6.4214766 53.3930382, -6.4214645 53.3930566, -6.421317 53.3930566, -6.4213063 53.3930382, -6.4211534 53.3930414, -6.42114 53.393055, -6.4210407 53.3930582, -6.420946 53.3926414, -6.4209626 53.3922798, -6.4211865 53.392283, -6.4211829 53.3926632, -6.4212453 53.3926603), (-6.4214954 53.3927839, -6.4214994 53.3929678, -6.4215732 53.3929734, -6.4216121 53.3927927, -6.4214954 53.3927839), (-6.4212888 53.3927831, -6.4211856 53.3927879, -6.4212245 53.3929694, -6.4212956 53.3929686, -6.4212888 53.3927831))",doctors,Hartstown Medical Centre,Cherryfield Lawn,,
"POLYGON ((-6.3774611 53.3770862, -6.3777559 53.3768659, -6.3780849 53.3770226, -6.3777901 53.3772429, -6.3774611 53.3770862), (-6.3776945 53.3770682, -6.3776265 53.377119, -6.377698 53.377153, -6.377766 53.3771022, -6.3776945 53.3770682))",place_of_worship,Saint Thomas the Apostle Church,Laurel Lodge Road,,
"POLYGON ((-6.2947515 53.4490818, -6.2947552 53.4488764, -6.2947215 53.4488762, -6.2947222 53.4488392, -6.2946997 53.4488391, -6.2947004 53.4487958, -6.2947357 53.448796, -6.2947364 53.4487593, -6.2947703 53.4487595, -6.294775 53.4484922, -6.2948798 53.4484928, -6.2948796 53.4485052, -6.2951765 53.4485071, -6.2951768 53.4484889, -6.2953076 53.4484898, -6.2953058 53.448591, -6.2954231 53.4485917, -6.2954211 53.4487005, -6.2953039 53.4486997, -6.2953023 53.4487954, -6.2951723 53.4487946, -6.2951725 53.4487825, -6.2949621 53.4487812, -6.2949607 53.4488586, -6.2950764 53.4488593, -6.2950752 53.4489271, -6.2949571 53.4489263, -6.2949575 53.4488995, -6.2949331 53.4488993, -6.294931 53.4490203, -6.2949299 53.4490829, -6.2947515 53.4490818), (-6.2950868 53.4486166, -6.2950869 53.4486245, -6.295039 53.4486246, -6.2950389 53.4486168, -6.2949384 53.4486172, -6.294939 53.4486773, -6.2950115 53.4486771, -6.2950114 53.4486633, -6.2951093 53.448663, -6.2951094 53.4486764, -6.2951688 53.4486762, -6.2951686 53.4486632, -6.2951424 53.4486633, -6.295142 53.4486164, -6.2950868 53.4486166))",social_facility,,,,
